trip_id,arrival_time,departure_time,stop_id,stop_sequence
R158-0-WD,06:00:00,06:00:00,S03103,1
R158-0-WD,06:01:55,06:01:55,S01327,2
R158-0-WD,06:03:30,06:03:30,S00186,3
R158-0-WD,06:05:30,06:05:30,S03104,4
R158-0-WD,06:07:31,06:07:31,S02489,5
R158-0-WD,06:09:22,06:09:22,S02222,6
R158-0-WD,06:10:48,06:10:48,S00134,7
R158-0-WD,06:12:41,06:12:41,S00189,8
R158-0-WD,06:14:47,06:14:47,S00751,9
R158-0-WD,06:16:36,06:16:36,S02465,10
R158-0-WD,06:18:11,06:18:11,S03105,11
R158-0-WD,06:19:40,06:19:40,S00192,12
R158-0-WD,06:21:50,06:21:50,S00193,13
R158-0-WD,06:23:34,06:23:34,S00079,14
R158-0-WD,06:25:38,06:25:38,S01269,15
R158-0-WD,06:27:22,06:27:22,S00597,16
R158-0-WD,06:28:51,06:28:51,S00195,17
R158-0-WD,06:31:01,06:31:01,S00196,18
R158-0-WD,06:32:28,06:32:28,S00454,19
R158-0-WD,06:34:24,06:34:24,S03106,20
R158-0-WD,06:36:10,06:36:10,S03107,21
R158-0-WD,06:37:59,06:37:59,S00199,22
R158-0-WD,06:39:40,06:39:40,S01175,23
R158-0-WD,06:42:00,06:42:00,S03029,24
R158-0-WD,06:43:29,06:43:29,S03108,25
R158-0-WD,06:45:37,06:45:37,S02001,26
R158-0-WD,06:47:09,06:47:09,S02022,27
R158-0-WD,06:48:51,06:48:51,S03109,28
R158-0-WD,06:50:50,06:50:50,S01809,29
R158-0-WD,06:52:43,06:52:43,S02648,30
R158-0-WD,06:54:14,06:54:14,S03110,31
R158-0-WD,06:57:27,06:57:27,S03111,32
R158-0-WD,06:59:13,06:59:13,S03112,33
R158-0-WD,07:00:59,07:00:59,S03113,34
R158-0-WD,07:02:45,07:02:45,S03114,35
R158-0-WD,07:04:31,07:04:31,S03115,36
R158-0-WD,07:06:17,07:06:17,S03116,37
R158-0-WD,07:08:03,07:08:03,S03117,38
R158-0-WD,07:09:49,07:09:49,S03118,39
R158-1-WD,06:00:00,06:00:00,S03118,1
R158-1-WD,06:01:46,06:01:46,S03117,2
R158-1-WD,06:03:32,06:03:32,S03116,3
R158-1-WD,06:05:18,06:05:18,S03115,4
R158-1-WD,06:07:04,06:07:04,S03114,5
R158-1-WD,06:08:50,06:08:50,S03113,6
R158-1-WD,06:10:36,06:10:36,S03112,7
R158-1-WD,06:12:22,06:12:22,S03111,8
R158-1-WD,06:15:35,06:15:35,S03110,9
R158-1-WD,06:17:06,06:17:06,S02648,10
R158-1-WD,06:18:59,06:18:59,S01809,11
R158-1-WD,06:20:58,06:20:58,S03109,12
R158-1-WD,06:22:40,06:22:40,S02022,13
R158-1-WD,06:24:12,06:24:12,S02001,14
R158-1-WD,06:26:20,06:26:20,S03108,15
R158-1-WD,06:27:49,06:27:49,S03029,16
R158-1-WD,06:30:09,06:30:09,S01175,17
R158-1-WD,06:31:50,06:31:50,S00199,18
R158-1-WD,06:33:39,06:33:39,S03107,19
R158-1-WD,06:35:25,06:35:25,S03106,20
R158-1-WD,06:37:21,06:37:21,S00454,21
R158-1-WD,06:38:48,06:38:48,S00196,22
R158-1-WD,06:40:58,06:40:58,S00195,23
R158-1-WD,06:42:27,06:42:27,S00597,24
R158-1-WD,06:44:11,06:44:11,S01269,25
R158-1-WD,06:46:15,06:46:15,S00079,26
R158-1-WD,06:47:59,06:47:59,S00193,27
R158-1-WD,06:50:09,06:50:09,S00192,28
R158-1-WD,06:51:38,06:51:38,S03105,29
R158-1-WD,06:53:13,06:53:13,S02465,30
R158-1-WD,06:55:02,06:55:02,S00751,31
R158-1-WD,06:57:08,06:57:08,S00189,32
R158-1-WD,06:59:01,06:59:01,S00134,33
R158-1-WD,07:00:27,07:00:27,S02222,34
R158-1-WD,07:02:18,07:02:18,S02489,35
R158-1-WD,07:04:19,07:04:19,S03104,36
R158-1-WD,07:06:19,07:06:19,S00186,37
R158-1-WD,07:07:54,07:07:54,S01327,38
R158-1-WD,07:09:49,07:09:49,S03103,39
R158-0-WE,06:00:00,06:00:00,S03103,1
R158-0-WE,06:01:55,06:01:55,S01327,2
R158-0-WE,06:03:30,06:03:30,S00186,3
R158-0-WE,06:05:30,06:05:30,S03104,4
R158-0-WE,06:07:31,06:07:31,S02489,5
R158-0-WE,06:09:22,06:09:22,S02222,6
R158-0-WE,06:10:48,06:10:48,S00134,7
R158-0-WE,06:12:41,06:12:41,S00189,8
R158-0-WE,06:14:47,06:14:47,S00751,9
R158-0-WE,06:16:36,06:16:36,S02465,10
R158-0-WE,06:18:11,06:18:11,S03105,11
R158-0-WE,06:19:40,06:19:40,S00192,12
R158-0-WE,06:21:50,06:21:50,S00193,13
R158-0-WE,06:23:34,06:23:34,S00079,14
R158-0-WE,06:25:38,06:25:38,S01269,15
R158-0-WE,06:27:22,06:27:22,S00597,16
R158-0-WE,06:28:51,06:28:51,S00195,17
R158-0-WE,06:31:01,06:31:01,S00196,18
R158-0-WE,06:32:28,06:32:28,S00454,19
R158-0-WE,06:34:24,06:34:24,S03106,20
R158-0-WE,06:36:10,06:36:10,S03107,21
R158-0-WE,06:37:59,06:37:59,S00199,22
R158-0-WE,06:39:40,06:39:40,S01175,23
R158-0-WE,06:42:00,06:42:00,S03029,24
R158-0-WE,06:43:29,06:43:29,S03108,25
R158-0-WE,06:45:37,06:45:37,S02001,26
R158-0-WE,06:47:09,06:47:09,S02022,27
R158-0-WE,06:48:51,06:48:51,S03109,28
R158-0-WE,06:50:50,06:50:50,S01809,29
R158-0-WE,06:52:43,06:52:43,S02648,30
R158-0-WE,06:54:14,06:54:14,S03110,31
R158-0-WE,06:57:27,06:57:27,S03111,32
R158-0-WE,06:59:13,06:59:13,S03112,33
R158-0-WE,07:00:59,07:00:59,S03113,34
R158-0-WE,07:02:45,07:02:45,S03114,35
R158-0-WE,07:04:31,07:04:31,S03115,36
R158-0-WE,07:06:17,07:06:17,S03116,37
R158-0-WE,07:08:03,07:08:03,S03117,38
R158-0-WE,07:09:49,07:09:49,S03118,39
R158-1-WE,06:00:00,06:00:00,S03118,1
R158-1-WE,06:01:46,06:01:46,S03117,2
R158-1-WE,06:03:32,06:03:32,S03116,3
R158-1-WE,06:05:18,06:05:18,S03115,4
R158-1-WE,06:07:04,06:07:04,S03114,5
R158-1-WE,06:08:50,06:08:50,S03113,6
R158-1-WE,06:10:36,06:10:36,S03112,7
R158-1-WE,06:12:22,06:12:22,S03111,8
R158-1-WE,06:15:35,06:15:35,S03110,9
R158-1-WE,06:17:06,06:17:06,S02648,10
R158-1-WE,06:18:59,06:18:59,S01809,11
R158-1-WE,06:20:58,06:20:58,S03109,12
R158-1-WE,06:22:40,06:22:40,S02022,13
R158-1-WE,06:24:12,06:24:12,S02001,14
R158-1-WE,06:26:20,06:26:20,S03108,15
R158-1-WE,06:27:49,06:27:49,S03029,16
R158-1-WE,06:30:09,06:30:09,S01175,17
R158-1-WE,06:31:50,06:31:50,S00199,18
R158-1-WE,06:33:39,06:33:39,S03107,19
R158-1-WE,06:35:25,06:35:25,S03106,20
R158-1-WE,06:37:21,06:37:21,S00454,21
R158-1-WE,06:38:48,06:38:48,S00196,22
R158-1-WE,06:40:58,06:40:58,S00195,23
R158-1-WE,06:42:27,06:42:27,S00597,24
R158-1-WE,06:44:11,06:44:11,S01269,25
R158-1-WE,06:46:15,06:46:15,S00079,26
R158-1-WE,06:47:59,06:47:59,S00193,27
R158-1-WE,06:50:09,06:50:09,S00192,28
R158-1-WE,06:51:38,06:51:38,S03105,29
R158-1-WE,06:53:13,06:53:13,S02465,30
R158-1-WE,06:55:02,06:55:02,S00751,31
R158-1-WE,06:57:08,06:57:08,S00189,32
R158-1-WE,06:59:01,06:59:01,S00134,33
R158-1-WE,07:00:27,07:00:27,S02222,34
R158-1-WE,07:02:18,07:02:18,S02489,35
R158-1-WE,07:04:19,07:04:19,S03104,36
R158-1-WE,07:06:19,07:06:19,S00186,37
R158-1-WE,07:07:54,07:07:54,S01327,38
R158-1-WE,07:09:49,07:09:49,S03103,39
R159-0-WD,06:00:00,06:00:00,S03119,1
R159-0-WD,06:01:40,06:01:40,S01582,2
R159-0-WD,06:03:26,06:03:26,S01581,3
R159-0-WD,06:05:12,06:05:12,S00134,4
R159-0-WD,06:07:22,06:07:22,S00133,5
R159-0-WD,06:09:23,06:09:23,S02135,6
R159-0-WD,06:10:44,06:10:44,S02354,7
R159-0-WD,06:12:30,06:12:30,S02468,8
R159-0-WD,06:14:35,06:14:35,S01309,9
R159-0-WD,06:16:07,06:16:07,S01640,10
R159-0-WD,06:18:01,06:18:01,S02329,11
R159-0-WD,06:19:33,06:19:33,S01669,12
R159-0-WD,06:21:43,06:21:43,S01169,13
R159-0-WD,06:23:20,06:23:20,S03120,14
R159-0-WD,06:25:20,06:25:20,S01726,15
R159-0-WD,06:26:57,06:26:57,S03121,16
R159-1-WD,06:00:00,06:00:00,S03121,1
R159-1-WD,06:01:37,06:01:37,S01726,2
R159-1-WD,06:03:37,06:03:37,S03120,3
R159-1-WD,06:05:14,06:05:14,S01169,4
R159-1-WD,06:07:24,06:07:24,S01669,5
R159-1-WD,06:08:56,06:08:56,S02329,6
R159-1-WD,06:10:50,06:10:50,S01640,7
R159-1-WD,06:12:22,06:12:22,S01309,8
R159-1-WD,06:14:27,06:14:27,S02468,9
R159-1-WD,06:16:13,06:16:13,S02354,10
R159-1-WD,06:17:34,06:17:34,S02135,11
R159-1-WD,06:19:35,06:19:35,S00133,12
R159-1-WD,06:21:45,06:21:45,S00134,13
R159-1-WD,06:23:31,06:23:31,S01581,14
R159-1-WD,06:25:17,06:25:17,S01582,15
R159-1-WD,06:26:57,06:26:57,S03119,16
R159-0-WE,06:00:00,06:00:00,S03119,1
R159-0-WE,06:01:40,06:01:40,S01582,2
R159-0-WE,06:03:26,06:03:26,S01581,3
R159-0-WE,06:05:12,06:05:12,S00134,4
R159-0-WE,06:07:22,06:07:22,S00133,5
R159-0-WE,06:09:23,06:09:23,S02135,6
R159-0-WE,06:10:44,06:10:44,S02354,7
R159-0-WE,06:12:30,06:12:30,S02468,8
R159-0-WE,06:14:35,06:14:35,S01309,9
R159-0-WE,06:16:07,06:16:07,S01640,10
R159-0-WE,06:18:01,06:18:01,S02329,11
R159-0-WE,06:19:33,06:19:33,S01669,12
R159-0-WE,06:21:43,06:21:43,S01169,13
R159-0-WE,06:23:20,06:23:20,S03120,14
R159-0-WE,06:25:20,06:25:20,S01726,15
R159-0-WE,06:26:57,06:26:57,S03121,16
R159-1-WE,06:00:00,06:00:00,S03121,1
R159-1-WE,06:01:37,06:01:37,S01726,2
R159-1-WE,06:03:37,06:03:37,S03120,3
R159-1-WE,06:05:14,06:05:14,S01169,4
R159-1-WE,06:07:24,06:07:24,S01669,5
R159-1-WE,06:08:56,06:08:56,S02329,6
R159-1-WE,06:10:50,06:10:50,S01640,7
R159-1-WE,06:12:22,06:12:22,S01309,8
R159-1-WE,06:14:27,06:14:27,S02468,9
R159-1-WE,06:16:13,06:16:13,S02354,10
R159-1-WE,06:17:34,06:17:34,S02135,11
R159-1-WE,06:19:35,06:19:35,S00133,12
R159-1-WE,06:21:45,06:21:45,S00134,13
R159-1-WE,06:23:31,06:23:31,S01581,14
R159-1-WE,06:25:17,06:25:17,S01582,15
R159-1-WE,06:26:57,06:26:57,S03119,16
R160-0-WD,06:00:00,06:00:00,S01317,1
R160-0-WD,06:02:01,06:02:01,S02089,2
R160-0-WD,06:03:46,06:03:46,S01025,3
R160-0-WD,06:05:52,06:05:52,S00482,4
R160-0-WD,06:07:13,06:07:13,S02966,5
R160-0-WD,06:09:23,06:09:23,S03074,6
R160-0-WD,06:10:50,06:10:50,S01855,7
R160-0-WD,06:12:39,06:12:39,S00252,8
R160-0-WD,06:14:40,06:14:40,S03122,9
R160-0-WD,06:16:38,06:16:38,S00178,10
R160-0-WD,06:18:24,06:18:24,S03123,11
R160-0-WD,06:19:47,06:19:47,S01515,12
R160-0-WD,06:21:33,06:21:33,S01514,13
R160-0-WD,06:23:56,06:23:56,S02152,14
R160-0-WD,06:25:42,06:25:42,S00805,15
R160-0-WD,06:26:59,06:26:59,S00256,16
R160-0-WD,06:29:09,06:29:09,S00257,17
R160-0-WD,06:30:46,06:30:46,S02681,18
R160-0-WD,06:32:27,06:32:27,S00871,19
R160-0-WD,06:34:30,06:34:30,S03124,20
R160-0-WD,06:36:16,06:36:16,S03125,21
R160-0-WD,06:38:02,06:38:02,S03126,22
R160-0-WD,06:40:11,06:40:11,S02599,23
R160-0-WD,06:42:02,06:42:02,S02837,24
R160-0-WD,06:43:21,06:43:21,S03127,25
R160-0-WD,06:45:03,06:45:03,S03128,26
R160-1-WD,06:00:00,06:00:00,S03128,1
R160-1-WD,06:01:42,06:01:42,S03127,2
R160-1-WD,06:03:01,06:03:01,S02837,3
R160-1-WD,06:04:52,06:04:52,S02599,4
R160-1-WD,06:07:01,06:07:01,S03126,5
R160-1-WD,06:08:47,06:08:47,S03125,6
R160-1-WD,06:10:33,06:10:33,S03124,7
R160-1-WD,06:12:36,06:12:36,S00871,8
R160-1-WD,06:14:17,06:14:17,S02681,9
R160-1-WD,06:15:54,06:15:54,S00257,10
R160-1-WD,06:18:04,06:18:04,S00256,11
R160-1-WD,06:19:21,06:19:21,S00805,12
R160-1-WD,06:21:07,06:21:07,S02152,13
R160-1-WD,06:23:30,06:23:30,S01514,14
R160-1-WD,06:25:16,06:25:16,S01515,15
R160-1-WD,06:26:39,06:26:39,S03123,16
R160-1-WD,06:28:25,06:28:25,S00178,17
R160-1-WD,06:30:23,06:30:23,S03122,18
R160-1-WD,06:32:24,06:32:24,S00252,19
R160-1-WD,06:34:13,06:34:13,S01855,20
R160-1-WD,06:35:40,06:35:40,S03074,21
R160-1-WD,06:37:50,06:37:50,S02966,22
R160-1-WD,06:39:11,06:39:11,S00482,23
R160-1-WD,06:41:17,06:41:17,S01025,24
R160-1-WD,06:43:02,06:43:02,S02089,25
R160-1-WD,06:45:03,06:45:03,S01317,26
R160-0-WE,06:00:00,06:00:00,S01317,1
R160-0-WE,06:02:01,06:02:01,S02089,2
R160-0-WE,06:03:46,06:03:46,S01025,3
R160-0-WE,06:05:52,06:05:52,S00482,4
R160-0-WE,06:07:13,06:07:13,S02966,5
R160-0-WE,06:09:23,06:09:23,S03074,6
R160-0-WE,06:10:50,06:10:50,S01855,7
R160-0-WE,06:12:39,06:12:39,S00252,8
R160-0-WE,06:14:40,06:14:40,S03122,9
R160-0-WE,06:16:38,06:16:38,S00178,10
R160-0-WE,06:18:24,06:18:24,S03123,11
R160-0-WE,06:19:47,06:19:47,S01515,12
R160-0-WE,06:21:33,06:21:33,S01514,13
R160-0-WE,06:23:56,06:23:56,S02152,14
R160-0-WE,06:25:42,06:25:42,S00805,15
R160-0-WE,06:26:59,06:26:59,S00256,16
R160-0-WE,06:29:09,06:29:09,S00257,17
R160-0-WE,06:30:46,06:30:46,S02681,18
R160-0-WE,06:32:27,06:32:27,S00871,19
R160-0-WE,06:34:30,06:34:30,S03124,20
R160-0-WE,06:36:16,06:36:16,S03125,21
R160-0-WE,06:38:02,06:38:02,S03126,22
R160-0-WE,06:40:11,06:40:11,S02599,23
R160-0-WE,06:42:02,06:42:02,S02837,24
R160-0-WE,06:43:21,06:43:21,S03127,25
R160-0-WE,06:45:03,06:45:03,S03128,26
R160-1-WE,06:00:00,06:00:00,S03128,1
R160-1-WE,06:01:42,06:01:42,S03127,2
R160-1-WE,06:03:01,06:03:01,S02837,3
R160-1-WE,06:04:52,06:04:52,S02599,4
R160-1-WE,06:07:01,06:07:01,S03126,5
R160-1-WE,06:08:47,06:08:47,S03125,6
R160-1-WE,06:10:33,06:10:33,S03124,7
R160-1-WE,06:12:36,06:12:36,S00871,8
R160-1-WE,06:14:17,06:14:17,S02681,9
R160-1-WE,06:15:54,06:15:54,S00257,10
R160-1-WE,06:18:04,06:18:04,S00256,11
R160-1-WE,06:19:21,06:19:21,S00805,12
R160-1-WE,06:21:07,06:21:07,S02152,13
R160-1-WE,06:23:30,06:23:30,S01514,14
R160-1-WE,06:25:16,06:25:16,S01515,15
R160-1-WE,06:26:39,06:26:39,S03123,16
R160-1-WE,06:28:25,06:28:25,S00178,17
R160-1-WE,06:30:23,06:30:23,S03122,18
R160-1-WE,06:32:24,06:32:24,S00252,19
R160-1-WE,06:34:13,06:34:13,S01855,20
R160-1-WE,06:35:40,06:35:40,S03074,21
R160-1-WE,06:37:50,06:37:50,S02966,22
R160-1-WE,06:39:11,06:39:11,S00482,23
R160-1-WE,06:41:17,06:41:17,S01025,24
R160-1-WE,06:43:02,06:43:02,S02089,25
R160-1-WE,06:45:03,06:45:03,S01317,26
R161-0-WD,06:00:00,06:00:00,S03129,1
R161-0-WD,06:01:33,06:01:33,S02663,2
R161-0-WD,06:03:33,06:03:33,S03130,3
R161-0-WD,06:05:42,06:05:42,S02491,4
R161-0-WD,06:07:11,06:07:11,S00260,5
R161-0-WD,06:08:43,06:08:43,S03063,6
R161-0-WD,06:10:56,06:10:56,S02581,7
R161-0-WD,06:12:32,06:12:32,S01323,8
R161-0-WD,06:14:16,06:14:16,S03131,9
R161-0-WD,06:16:02,06:16:02,S00732,10
R161-0-WD,06:17:49,06:17:49,S03132,11
R161-0-WD,06:19:35,06:19:35,S03133,12
R161-0-WD,06:21:44,06:21:44,S01948,13
R161-0-WD,06:23:30,06:23:30,S01947,14
R161-0-WD,06:24:55,06:24:55,S03134,15
R161-0-WD,06:26:33,06:26:33,S01763,16
R161-0-WD,06:28:28,06:28:28,S03135,17
R161-0-WD,06:30:14,06:30:14,S03136,18
R161-0-WD,06:32:00,06:32:00,S03137,19
R161-0-WD,06:33:46,06:33:46,S03138,20
R161-0-WD,06:35:32,06:35:32,S03139,21
R161-0-WD,06:37:18,06:37:18,S03140,22
R161-0-WD,06:39:04,06:39:04,S03141,23
R161-0-WD,06:40:52,06:40:52,S01730,24
R161-0-WD,06:42:33,06:42:33,S02037,25
R161-0-WD,06:44:34,06:44:34,S03142,26
R161-0-WD,06:46:20,06:46:20,S03143,27
R161-0-WD,06:48:06,06:48:06,S03144,28
R161-0-WD,06:49:52,06:49:52,S03145,29
R161-0-WD,06:51:30,06:51:30,S00342,30
R161-0-WD,06:53:27,06:53:27,S03146,31
R161-0-WD,06:55:13,06:55:13,S03147,32
R161-0-WD,06:56:59,06:56:59,S03148,33
R161-0-WD,06:58:45,06:58:45,S03149,34
R161-0-WD,07:00:31,07:00:31,S03150,35
R161-0-WD,07:02:17,07:02:17,S03151,36
R161-0-WD,07:03:47,07:03:47,S03152,37
R161-1-WD,06:00:00,06:00:00,S03152,1
R161-1-WD,06:01:30,06:01:30,S03151,2
R161-1-WD,06:03:16,06:03:16,S03150,3
R161-1-WD,06:05:02,06:05:02,S03149,4
R161-1-WD,06:06:48,06:06:48,S03148,5
R161-1-WD,06:08:34,06:08:34,S03147,6
R161-1-WD,06:10:20,06:10:20,S03146,7
R161-1-WD,06:12:17,06:12:17,S00342,8
R161-1-WD,06:13:55,06:13:55,S03145,9
R161-1-WD,06:15:41,06:15:41,S03144,10
R161-1-WD,06:17:27,06:17:27,S03143,11
R161-1-WD,06:19:13,06:19:13,S03142,12
R161-1-WD,06:21:14,06:21:14,S02037,13
R161-1-WD,06:22:55,06:22:55,S01730,14
R161-1-WD,06:24:43,06:24:43,S03141,15
R161-1-WD,06:26:29,06:26:29,S03140,16
R161-1-WD,06:28:15,06:28:15,S03139,17
R161-1-WD,06:30:01,06:30:01,S03138,18
R161-1-WD,06:31:47,06:31:47,S03137,19
R161-1-WD,06:33:33,06:33:33,S03136,20
R161-1-WD,06:35:19,06:35:19,S03135,21
R161-1-WD,06:37:14,06:37:14,S01763,22
R161-1-WD,06:38:52,06:38:52,S03134,23
R161-1-WD,06:40:17,06:40:17,S01947,24
R161-1-WD,06:42:03,06:42:03,S01948,25
R161-1-WD,06:44:12,06:44:12,S03133,26
R161-1-WD,06:45:58,06:45:58,S03132,27
R161-1-WD,06:47:45,06:47:45,S00732,28
R161-1-WD,06:49:31,06:49:31,S03131,29
R161-1-WD,06:51:15,06:51:15,S01323,30
R161-1-WD,06:52:51,06:52:51,S02581,31
R161-1-WD,06:55:04,06:55:04,S03063,32
R161-1-WD,06:56:36,06:56:36,S00260,33
R161-1-WD,06:58:05,06:58:05,S02491,34
R161-1-WD,07:00:14,07:00:14,S03130,35
R161-1-WD,07:02:14,07:02:14,S02663,36
R161-1-WD,07:03:47,07:03:47,S03129,37
R161-0-WE,06:00:00,06:00:00,S03129,1
R161-0-WE,06:01:33,06:01:33,S02663,2
R161-0-WE,06:03:33,06:03:33,S03130,3
R161-0-WE,06:05:42,06:05:42,S02491,4
R161-0-WE,06:07:11,06:07:11,S00260,5
R161-0-WE,06:08:43,06:08:43,S03063,6
R161-0-WE,06:10:56,06:10:56,S02581,7
R161-0-WE,06:12:32,06:12:32,S01323,8
R161-0-WE,06:14:16,06:14:16,S03131,9
R161-0-WE,06:16:02,06:16:02,S00732,10
R161-0-WE,06:17:49,06:17:49,S03132,11
R161-0-WE,06:19:35,06:19:35,S03133,12
R161-0-WE,06:21:44,06:21:44,S01948,13
R161-0-WE,06:23:30,06:23:30,S01947,14
R161-0-WE,06:24:55,06:24:55,S03134,15
R161-0-WE,06:26:33,06:26:33,S01763,16
R161-0-WE,06:28:28,06:28:28,S03135,17
R161-0-WE,06:30:14,06:30:14,S03136,18
R161-0-WE,06:32:00,06:32:00,S03137,19
R161-0-WE,06:33:46,06:33:46,S03138,20
R161-0-WE,06:35:32,06:35:32,S03139,21
R161-0-WE,06:37:18,06:37:18,S03140,22
R161-0-WE,06:39:04,06:39:04,S03141,23
R161-0-WE,06:40:52,06:40:52,S01730,24
R161-0-WE,06:42:33,06:42:33,S02037,25
R161-0-WE,06:44:34,06:44:34,S03142,26
R161-0-WE,06:46:20,06:46:20,S03143,27
R161-0-WE,06:48:06,06:48:06,S03144,28
R161-0-WE,06:49:52,06:49:52,S03145,29
R161-0-WE,06:51:30,06:51:30,S00342,30
R161-0-WE,06:53:27,06:53:27,S03146,31
R161-0-WE,06:55:13,06:55:13,S03147,32
R161-0-WE,06:56:59,06:56:59,S03148,33
R161-0-WE,06:58:45,06:58:45,S03149,34
R161-0-WE,07:00:31,07:00:31,S03150,35
R161-0-WE,07:02:17,07:02:17,S03151,36
R161-0-WE,07:03:47,07:03:47,S03152,37
R161-1-WE,06:00:00,06:00:00,S03152,1
R161-1-WE,06:01:30,06:01:30,S03151,2
R161-1-WE,06:03:16,06:03:16,S03150,3
R161-1-WE,06:05:02,06:05:02,S03149,4
R161-1-WE,06:06:48,06:06:48,S03148,5
R161-1-WE,06:08:34,06:08:34,S03147,6
R161-1-WE,06:10:20,06:10:20,S03146,7
R161-1-WE,06:12:17,06:12:17,S00342,8
R161-1-WE,06:13:55,06:13:55,S03145,9
R161-1-WE,06:15:41,06:15:41,S03144,10
R161-1-WE,06:17:27,06:17:27,S03143,11
R161-1-WE,06:19:13,06:19:13,S03142,12
R161-1-WE,06:21:14,06:21:14,S02037,13
R161-1-WE,06:22:55,06:22:55,S01730,14
R161-1-WE,06:24:43,06:24:43,S03141,15
R161-1-WE,06:26:29,06:26:29,S03140,16
R161-1-WE,06:28:15,06:28:15,S03139,17
R161-1-WE,06:30:01,06:30:01,S03138,18
R161-1-WE,06:31:47,06:31:47,S03137,19
R161-1-WE,06:33:33,06:33:33,S03136,20
R161-1-WE,06:35:19,06:35:19,S03135,21
R161-1-WE,06:37:14,06:37:14,S01763,22
R161-1-WE,06:38:52,06:38:52,S03134,23
R161-1-WE,06:40:17,06:40:17,S01947,24
R161-1-WE,06:42:03,06:42:03,S01948,25
R161-1-WE,06:44:12,06:44:12,S03133,26
R161-1-WE,06:45:58,06:45:58,S03132,27
R161-1-WE,06:47:45,06:47:45,S00732,28
R161-1-WE,06:49:31,06:49:31,S03131,29
R161-1-WE,06:51:15,06:51:15,S01323,30
R161-1-WE,06:52:51,06:52:51,S02581,31
R161-1-WE,06:55:04,06:55:04,S03063,32
R161-1-WE,06:56:36,06:56:36,S00260,33
R161-1-WE,06:58:05,06:58:05,S02491,34
R161-1-WE,07:00:14,07:00:14,S03130,35
R161-1-WE,07:02:14,07:02:14,S02663,36
R161-1-WE,07:03:47,07:03:47,S03129,37
R162-0-WD,06:00:00,06:00:00,S03153,1
R162-0-WD,06:01:47,06:01:47,S02620,2
R162-0-WD,06:03:34,06:03:34,S03154,3
R162-0-WD,06:05:20,06:05:20,S03155,4
R162-0-WD,06:07:02,06:07:02,S01203,5
R162-0-WD,06:08:33,06:08:33,S00077,6
R162-0-WD,06:10:45,06:10:45,S01781,7
R162-0-WD,06:12:29,06:12:29,S00502,8
R162-0-WD,06:14:19,06:14:19,S03156,9
R162-0-WD,06:16:19,06:16:19,S00252,10
R162-0-WD,06:17:49,06:17:49,S00612,11
R162-0-WD,06:19:39,06:19:39,S03157,12
R162-0-WD,06:21:25,06:21:25,S03158,13
R162-0-WD,06:23:11,06:23:11,S03159,14
R162-0-WD,06:25:13,06:25:13,S02763,15
R162-0-WD,06:26:26,06:26:26,S00264,16
R162-0-WD,06:28:38,06:28:38,S02009,17
R162-0-WD,06:30:39,06:30:39,S03081,18
R162-0-WD,06:32:11,06:32:11,S00839,19
R162-0-WD,06:34:01,06:34:01,S01374,20
R162-0-WD,06:35:35,06:35:35,S00192,21
R162-0-WD,06:37:37,06:37:37,S03160,22
R162-0-WD,06:39:17,06:39:17,S01186,23
R162-0-WD,06:41:15,06:41:15,S00130,24
R162-0-WD,06:42:54,06:42:54,S02108,25
R162-0-WD,06:44:44,06:44:44,S03161,26
R162-0-WD,06:46:24,06:46:24,S01671,27
R162-0-WD,06:47:53,06:47:53,S02216,28
R162-0-WD,06:50:06,06:50:06,S03162,29
R162-0-WD,06:51:35,06:51:35,S02363,30
R162-0-WD,06:53:41,06:53:41,S03163,31
R162-0-WD,06:55:27,06:55:27,S03164,32
R162-0-WD,06:57:13,06:57:13,S03165,33
R162-0-WD,06:58:59,06:58:59,S03166,34
R162-0-WD,07:00:45,07:00:45,S03167,35
R162-0-WD,07:02:31,07:02:31,S03168,36
R162-0-WD,07:04:17,07:04:17,S03169,37
R162-0-WD,07:06:03,07:06:03,S03170,38
R162-0-WD,07:07:49,07:07:49,S03171,39
R162-0-WD,07:09:35,07:09:35,S03172,40
R162-0-WD,07:11:15,07:11:15,S01648,41
R162-0-WD,07:13:13,07:13:13,S03173,42
R162-0-WD,07:14:17,07:14:17,S03174,43
R162-1-WD,06:00:00,06:00:00,S03174,1
R162-1-WD,06:01:04,06:01:04,S03173,2
R162-1-WD,06:03:02,06:03:02,S01648,3
R162-1-WD,06:04:42,06:04:42,S03172,4
R162-1-WD,06:06:28,06:06:28,S03171,5
R162-1-WD,06:08:14,06:08:14,S03170,6
R162-1-WD,06:10:00,06:10:00,S03169,7
R162-1-WD,06:11:46,06:11:46,S03168,8
R162-1-WD,06:13:32,06:13:32,S03167,9
R162-1-WD,06:15:18,06:15:18,S03166,10
R162-1-WD,06:17:04,06:17:04,S03165,11
R162-1-WD,06:18:50,06:18:50,S03164,12
R162-1-WD,06:20:36,06:20:36,S03163,13
R162-1-WD,06:22:42,06:22:42,S02363,14
R162-1-WD,06:24:11,06:24:11,S03162,15
R162-1-WD,06:26:24,06:26:24,S02216,16
R162-1-WD,06:27:53,06:27:53,S01671,17
R162-1-WD,06:29:33,06:29:33,S03161,18
R162-1-WD,06:31:23,06:31:23,S02108,19
R162-1-WD,06:33:02,06:33:02,S00130,20
R162-1-WD,06:35:00,06:35:00,S01186,21
R162-1-WD,06:36:40,06:36:40,S03160,22
